Gene,GSM494565,GSM494594,GSM494604,GSM494564,GSM494591,GSM494567,GSM494602,GSM494613,GSM494589,GSM494598,GSM494593,GSM494583,GSM494612,GSM494558,GSM494556,GSM494559,GSM494571,GSM494614,GSM494603,GSM494568,GSM494572,GSM494600,GSM494562,GSM494615,GSM494582,GSM494599,GSM494610,GSM494587,GSM494581,GSM494580,GSM494563,GSM494576,GSM494605,GSM494584,GSM494586,GSM494578,GSM494585,GSM494611,GSM494560,GSM494595,GSM494570,GSM494597,GSM494607,GSM494561,GSM494569,GSM494592,GSM494577,GSM494588,GSM494590,GSM494609,GSM494608,GSM494606,GSM494574,GSM494573,GSM494566,GSM494601,GSM494557,GSM494579,GSM494596,GSM494575,GSM494625,GSM494654,GSM494664,GSM494624,GSM494651,GSM494662,GSM494627,GSM494673,GSM494649,GSM494658,GSM494653,GSM494643,GSM494672,GSM494618,GSM494631,GSM494619,GSM494674,GSM494616,GSM494663,GSM494628,GSM494632,GSM494660,GSM494622,GSM494642,GSM494647,GSM494659,GSM494670,GSM494675,GSM494641,GSM494636,GSM494640,GSM494623,GSM494644,GSM494646,GSM494665,GSM494638,GSM494645,GSM494671,GSM494655,GSM494620,GSM494630,GSM494657,GSM494667,GSM494621,GSM494629,GSM494637,GSM494652,GSM494648,GSM494650,GSM494669,GSM494666,GSM494668,GSM494633,GSM494634,GSM494639,GSM494661,GSM494617,GSM494626,GSM494656,GSM494635
PIK3R1,7.85314,9.25377,10.4759,8.54795,8.64821,10.049,9.19034,9.9514,7.66312,8.48834,9.09982,9.08368,8.63135,11.319,9.84741,8.06625,10.269,8.96452,9.63272,10.2599,9.8104,7.17598,8.88011,9.62497,7.86308,9.11593,8.66379,8.84403,8.54114,9.48697,8.07091,9.48983,9.33082,9.25907,10.1328,9.92434,8.86177,8.752,8.01374,7.9768,8.78125,9.41543,10.3045,8.47683,10.7261,8.86948,9.37473,8.45768,9.25693,8.55788,8.36497,9.42327,10.7613,8.60084,10.825,10.0931,10.1127,9.80981,9.74059,8.97227,7.78559,9.50684,10.2333,8.40452,9.88334,10.4025,10.7939,9.49949,8.66702,8.36658,9.52706,9.11434,9.18623,10.6909,9.73013,9.29208,9.11348,11.4034,9.0403,10.4268,9.52491,8.60596,9.79467,9.16577,9.84609,9.75826,9.13717,9.84198,8.92193,11.1221,10.598,8.48854,9.29753,10.4198,9.14327,10.4996,9.65133,9.61154,8.45748,8.53037,8.26779,7.58695,10.2359,8.79358,10.8953,10.1999,9.68581,8.57331,10.1687,8.58521,10.5514,8.27764,9.0167,9.92057,10.2718,10.6394,11.0292,11.1512,10.3231,10.1001
PIK3R2,9.89191,10.0859,9.38275,9.23244,10.3763,10.0291,9.54881,9.64262,9.26498,9.39279,9.56023,9.45926,9.87959,9.737,9.3527,8.85168,10.2159,9.59176,8.91836,8.91958,10.0199,9.5456,9.60594,9.57445,9.74431,9.71197,9.67868,9.49922,9.83226,10.1511,9.84846,10.1303,8.99873,9.80295,10.0079,9.64196,9.95035,9.57962,9.20647,10.3111,9.25515,9.61179,9.25933,8.72244,8.98725,8.858,9.84135,9.08459,10.2781,9.38832,9.737,9.36183,9.64168,9.23509,9.55127,9.68814,10.2704,9.71804,10.262,9.79533,8.52337,10.2533,8.41656,8.67763,9.52224,8.99932,9.31192,9.13098,8.50068,9.33378,8.84604,9.16442,9.14168,8.66201,9.66326,8.80151,8.85131,9.09744,8.50308,8.88437,9.01627,8.68422,9.3352,8.94789,8.80739,8.88096,8.2347,9.15549,8.95455,9.03002,9.52808,8.32807,9.19341,8.84974,9.26783,9.52254,8.72653,8.68028,9.06626,8.4799,8.95672,10.2586,8.86352,8.45386,9.05458,9.26404,8.92955,8.43048,9.62043,8.89102,8.63865,8.78649,8.99804,9.18283,9.17229,9.34998,8.85249,8.86395,9.95543,9.3639
PIK3R3,9.39307,8.73115,9.40544,8.49883,11.0354,8.35752,7.44741,9.50028,9.22615,10.0919,9.46174,8.914,8.84366,10.2377,9.47725,9.51127,9.33251,11.0737,9.77238,9.38954,8.00562,9.43978,9.75764,9.49604,8.93133,9.28441,8.34588,9.3473,9.79843,9.02849,8.82428,8.98696,9.19947,9.30529,8.32066,10.0069,10.0711,9.08079,9.84328,10.3836,9.0562,8.41139,9.09563,10.3816,9.135,9.45429,10.1699,10.1336,9.24528,8.96613,8.28673,9.10592,9.10287,10.8884,9.16259,9.17922,9.37576,8.77543,9.29601,9.86256,9.94298,9.05351,9.95894,9.97682,10.0233,9.63452,10.7113,10.692,9.96191,9.81183,10.7563,10.384,10.0206,10.8154,9.36536,10.2808,9.69863,9.85573,10.1887,11.1147,8.87674,8.70324,8.7664,9.82224,9.88235,9.55579,8.93898,9.24833,10.3395,9.60399,10.5407,9.08163,9.45684,10.4084,9.15674,9.59403,10.2113,8.75139,9.83724,10.1581,8.57217,9.34264,9.51186,10.8419,10.4889,9.21902,9.78518,8.97105,9.56683,9.65393,9.31633,9.03873,8.83987,9.56574,9.9994,10.192,10.6315,10.2591,8.84954,9.5646
PIK3R4,8.41334,7.52017,8.73969,9.21098,8.25465,8.3944,8.74174,8.82952,8.62787,8.89913,8.60374,8.40212,8.83398,7.97994,9.11779,8.79774,7.40423,8.50778,8.4357,8.30895,8.39648,8.95627,8.35289,8.16574,9.1848,8.63304,8.72377,8.31211,8.6078,8.26817,9.02563,8.56371,8.68232,7.90934,8.72149,8.34433,8.62263,8.61965,8.93898,8.56924,8.5107,8.13507,8.51031,8.24352,8.61754,8.42402,8.60144,8.80457,7.62345,8.65577,8.58865,8.61154,8.91857,9.03665,8.36977,8.2814,8.5939,8.54351,5.13281,8.452,8.71645,5.83268,8.77822,8.43889,8.6878,8.55406,8.15748,8.55531,8.71444,8.70764,8.93776,8.49268,8.61154,8.33856,8.30321,8.96921,8.98529,8.60666,8.29563,8.54984,8.79257,8.8937,8.50928,8.83674,8.52173,8.69158,8.42917,8.81139,8.6078,8.80554,8.3469,8.29124,8.60196,8.84301,8.78469,8.72226,8.61678,8.54984,8.70671,8.82994,8.82071,7.90088,8.58606,8.77273,8.12696,8.4184,8.78787,8.81004,8.17005,8.77273,8.58104,8.33312,8.51539,8.81721,8.91498,8.17597,8.58482,8.56601,8.04745,8.78969
PIK3R5,7.86392,8.81277,8.33494,8.55349,6.89312,8.06528,7.14637,7.7005,6.89128,7.79869,7.1307,7.78653,7.06746,8.40682,6.39593,7.79939,7.50587,7.07267,7.96745,8.5511,6.50633,7.80168,7.16355,7.97746,6.38936,7.44881,8.11153,7.79973,7.7389,8.82134,6.91533,6.61249,8.22375,7.42295,6.80878,7.64619,7.08352,7.07881,8.12795,7.34694,7.98968,8.29438,8.29611,9.00618,8.32544,7.92745,6.69035,8.15323,9.65099,7.83337,8.30232,6.74625,7.94145,7.6032,8.58462,8.883,7.3689,8.2058,8.27321,7.25779,8.86435,9.29284,7.76862,9.33052,8.27518,8.40576,8.57772,8.12832,8.4481,8.82636,7.93761,8.37013,7.91132,7.8362,7.41569,8.9818,8.05719,7.91898,8.10573,8.86138,8.14186,8.06692,7.85492,7.84495,8.142,7.67855,8.7482,9.8813,8.58664,8.33279,8.86674,9.03491,7.89835,8.33312,8.54586,8.72281,8.20946,8.21244,8.47182,8.63344,8.65228,8.31642,8.01773,8.30482,8.50105,8.33168,8.07418,8.75497,8.77844,8.46914,7.74021,8.76431,8.39944,7.53338,8.2046,8.50501,7.76392,8.54618,9.58305,8.29525
PILRA,8.59407,8.07956,9.19483,8.18558,6.83725,8.43012,8.11185,7.56729,6.8963,9.01319,7.40874,8.4184,7.50185,7.32235,5.27094,7.19916,6.53209,6.84183,8.40302,8.42241,5.11612,8.27748,7.12277,6.72913,6.13186,8.07784,8.93858,8.16503,8.25769,8.22775,7.02798,7.07764,9.09304,7.5197,6.34256,7.58093,7.58093,7.50763,8.25277,8.11153,7.75269,9.31143,10.154,8.02785,8.3562,8.82519,7.31278,9.00045,8.94725,9.07741,8.62161,8.00816,8.42257,6.91334,9.04891,8.88993,7.51895,9.56901,6.30583,8.25364,9.36139,8.16935,8.95476,9.34873,8.84348,8.96452,8.51777,8.78862,8.93524,10.1597,9.01023,8.80928,9.12024,7.98359,8.00547,9.30297,8.97188,7.85787,8.36462,8.89952,8.61489,8.32118,7.94406,9.24709,9.31237,9.06025,9.84526,10.2979,9.3453,8.5914,8.5649,9.83818,8.93426,8.69481,9.11388,8.75302,9.19722,9.42868,9.68968,8.94887,8.51106,7.24643,9.40317,8.5054,8.38075,8.60684,8.74605,9.59753,8.98909,10.0044,9.16237,9.86317,8.64738,8.5214,9.09701,9.39924,8.44956,8.68066,9.13698,8.79914
PIM1,8.66662,8.63064,8.54095,8.95229,8.26188,8.42314,7.79587,8.44829,8.46273,8.37032,8.02257,8.11061,7.88676,8.06773,8.65321,8.2012,8.79102,8.44207,9.06219,9.69502,8.32807,8.39766,8.37406,8.2791,8.02966,7.92761,8.99178,8.1542,7.80906,8.61056,9.1853,8.0413,7.97515,7.71024,8.35532,8.10259,8.01489,7.92626,8.38075,7.77512,9.30505,8.3384,8.3408,9.98763,7.9151,8.16186,8.21951,8.51957,9.09896,8.05493,8.48183,7.84137,8.53258,8.62089,8.35831,7.86376,8.13164,8.62942,8.56582,7.62252,9.43432,9.46982,8.42632,10.0711,7.96326,8.21332,10.0828,8.88521,8.27699,8.89271,8.34656,9.15057,8.7506,9.75826,8.17716,9.05045,8.18398,7.71831,9.44561,9.58441,8.11553,8.32365,8.55277,7.93419,8.47353,8.22881,9.55549,9.36139,8.22122,8.51171,8.73171,10.6136,8.06413,8.23486,8.19234,8.14393,8.5415,8.37032,7.83032,9.48748,8.24666,8.12679,8.22461,9.50908,8.9781,8.28036,7.92405,9.19577,9.26327,8.20928,8.10675,9.16112,8.40701,7.72092,8.449,7.90477,8.04636,8.05365,8.68008,7.81494
PIM2,8.51652,9.08053,9.35049,10.1332,8.12394,8.83582,8.04725,8.01626,8.37885,9.69054,9.391,8.09951,9.19461,7.66842,7.96403,8.69753,8.14186,7.53756,8.66299,8.8112,8.33031,9.26157,8.67444,7.78574,7.57657,8.62035,9.69767,8.42054,8.70994,8.20618,7.66362,8.82794,7.45246,8.72093,7.86292,8.26817,8.10226,8.16306,9.35124,7.69005,9.35975,9.25812,10.239,9.5045,8.29175,8.06054,10.3103,8.77376,8.73599,8.30916,8.14691,8.35678,9.54452,9.12954,7.46801,7.84753,7.46624,7.8023,8.56564,7.90477,8.321,8.9781,7.87255,8.211,7.79463,7.5194,7.82982,7.94306,7.83839,9.3072,8.44462,7.9432,8.73171,7.30685,8.23261,7.99686,7.54116,7.62145,7.62538,7.49884,7.66957,7.62128,7.44155,7.97547,8.12449,7.8775,8.68857,9.30393,7.70945,7.43684,7.68449,8.66898,7.72005,7.58948,7.56471,8.71362,7.78105,8.07456,7.9014,8.2039,8.311,8.45586,8.07025,8.2028,8.06073,7.98445,7.82041,8.38838,8.47035,7.89603,7.77678,8.43889,7.90253,7.86921,7.98376,7.92907,7.10218,6.92962,8.9926,7.53977
PINK1,9.49661,10.0294,9.40748,8.7666,9.80295,9.375,9.33669,9.09108,9.2623,9.6533,10.4603,9.86354,10.0775,9.11258,8.97452,9.35923,9.18717,8.93858,9.32332,9.14371,8.82654,8.97066,9.50163,9.04144,8.97128,10.0969,9.61443,9.06603,10.4573,9.28689,7.90495,8.52683,9.36411,9.56241,8.95476,9.99023,9.70154,9.73667,9.0134,9.74737,8.47126,9.17945,9.66559,8.13422,9.40728,9.45558,8.84028,8.90439,9.75211,9.66206,9.54856,9.65167,9.25017,7.98428,9.82329,10.0608,9.86747,9.41282,9.77339,9.81437,8.41604,9.71648,9.47725,8.20224,9.56519,9.5774,9.36815,9.43538,8.31029,9.78617,9.84772,9.36411,9.80542,9.42498,9.24099,7.95728,9.45035,9.01085,9.25788,9.17064,9.25907,8.42017,9.22123,10.0953,9.33473,10.0176,9.39307,9.46906,9.88093,9.12641,9.19577,8.27392,9.52757,9.40748,9.4126,9.41864,9.36336,9.8153,9.86286,8.76393,8.67033,10.0504,9.6014,8.55906,9.35341,9.46773,10.0474,8.49131,9.6775,9.86196,9.50659,9.5373,8.3562,9.35429,9.44931,10.0348,9.47035,9.89837,9.70539,9.57855
PIP,10.475,8.17954,7.61346,9.0972,6.52205,6.22711,6.22346,7.64023,7.94472,10.741,6.93681,6.44517,9.01488,6.35418,7.23132,6.09068,5.63478,6.25949,6.29989,6.29284,6.58964,6.47294,7.40293,6.24607,6.19424,6.86969,7.83142,7.17443,6.68895,6.48974,5.62819,5.97878,6.58032,8.17902,6.71722,7.47202,7.87763,7.57345,5.79836,7.46432,5.51965,6.32215,12.5601,5.55277,7.26693,6.23084,6.88263,10.2847,6.71861,6.34992,6.7472,6.54245,6.97829,5.94639,8.87653,9.42668,5.76935,6.14901,6.32358,6.62915,6.15842,7.62128,6.11624,6.03958,6.33073,9.08616,6.06337,7.54336,5.60456,7.93489,6.23392,6.44408,7.6883,6.2662,6.7541,6.08399,7.60401,6.97997,5.84879,6.26282,7.71972,6.25766,6.35768,7.19874,6.93948,6.70731,6.67955,6.36158,6.71747,7.20606,6.124,5.40526,6.47975,6.95434,6.2357,9.45613,7.35643,6.9422,6.66949,7.02828,7.79331,6.60983,7.5561,5.70181,7.12455,8.42632,7.0373,5.99459,6.38881,6.29114,6.64788,6.54309,7.74909,8.70038,6.38548,9.32805,7.2332,5.99904,7.15608,7.05922
PIP4K2A,6.71383,6.60586,9.34975,6.97086,7.31336,6.90474,8.56295,7.47909,6.74222,8.26764,7.9406,6.41888,8.65147,9.29902,7.12496,6.40534,5.12173,7.26539,7.36654,7.98285,6.48502,8.11304,8.85839,7.09479,8.42036,8.68876,8.78394,8.12286,6.9166,7.11927,6.92622,7.34636,8.93223,7.63487,7.48051,6.95696,7.88815,8.91614,6.37416,8.07749,6.70814,8.44882,10.1135,7.43595,9.37095,8.53078,6.65622,6.97744,6.44984,7.91411,7.72911,8.62608,8.37228,6.608,10.3459,9.55685,7.76796,8.35377,6.5181,8.25675,6.65478,6.14367,8.99047,6.78662,8.77419,7.77022,6.99814,8.87467,8.30232,8.43344,8.72932,6.79304,8.72017,9.15036,6.96528,6.13628,8.88245,8.70958,7.17301,8.57626,8.26591,7.53134,7.54512,9.02518,9.2192,8.97727,9.24731,8.15869,8.31249,7.31078,6.72515,7.99813,8.47427,7.78425,9.01232,7.8751,8.76068,8.91857,8.78006,7.60833,6.76126,6.16084,9.90379,8.12137,6.84673,5.89173,8.94126,6.88611,8.97272,9.61154,9.6,9.40699,6.72228,8.61266,8.31363,9.94596,9.26681,9.47859,7.92039,7.36813
PIP4K2C,9.63734,9.20187,8.82537,10.0411,9.54026,9.22234,9.18202,9.88235,9.6014,9.27373,9.42351,10.2795,9.58247,8.94596,10.3966,10.478,11.6414,9.25283,9.38275,9.24996,8.84751,9.83589,10.2519,10.0555,9.87732,8.90259,9.54317,9.42082,9.28296,10.7297,10.1991,9.59779,9.05507,9.65278,9.26475,9.64518,9.99356,9.94013,10.3405,9.58305,9.97611,8.92455,8.83319,9.50711,9.32592,9.0562,9.24472,10.3518,8.92707,9.21001,9.78773,9.62043,9.25356,9.85324,9.38906,9.49843,10.5716,9.04607,9.37627,9.82706,9.08368,8.42564,8.79182,9.76459,8.88961,9.16995,9.11304,9.06917,9.68756,9.01085,9.13321,9.20976,9.25257,9.19275,11.7666,9.66417,9.4511,9.16577,8.95984,9.14264,9.33595,9.73667,9.48559,9.26525,9.19152,9.10659,8.90922,9.18202,9.33961,9.19125,9.24449,9.4351,9.25257,9.21307,9.1713,9.2282,9.27037,8.9765,9.26549,9.85677,10.0501,9.3273,9.11779,9.77431,8.9663,9.22309,9.14785,9.75947,9.17922,9.20232,8.87201,9.14895,9.61535,9.30975,9.3065,9.02849,9.3198,9.19947,9.19013,9.43191
PIP5K1A,5.59526,6.80719,7.12455,5.57755,6.63893,6.07578,7.93065,6.42113,6.16825,7.58777,7.73706,6.36145,7.10464,6.48193,6.06633,5.98864,6.22525,6.94203,6.46741,6.56737,6.53858,6.22999,7.60789,6.44029,8.00041,7.52121,7.44741,7.34992,6.21576,6.3896,5.88451,7.06806,6.66185,6.48706,6.8978,6.07659,7.30757,7.41113,5.81258,6.27502,5.94929,6.34571,6.9601,5.95292,6.37096,7.35676,6.57966,5.75128,6.02774,6.38478,6.84157,7.22155,7.595,5.79921,6.96422,6.68462,6.31949,6.71807,6.19978,7.77941,5.65237,5.92888,6.93376,5.9749,7.1041,6.05549,6.06002,7.66172,5.97726,7.15424,7.04781,6.18637,7.5306,6.76154,6.79429,6.40061,7.28711,6.12468,6.12554,6.3329,6.71889,5.64209,6.90354,7.16046,7.18306,7.68265,8.14738,6.25371,7.38085,6.26814,6.05463,5.88517,6.7242,6.46669,6.68868,6.38218,7.03356,7.62061,6.84536,5.9416,5.81646,6.29816,7.42604,5.912,5.97989,5.97204,7.17274,5.87057,7.43763,7.33142,6.6019,7.5119,6.16697,7.12848,6.50287,6.73873,6.62133,6.84892,6.19238,6.55274
PIP5K1B,6.28622,6.48684,8.41585,8.39964,6.23064,8.25552,8.0546,6.07929,6.2665,6.87999,7.71891,5.59316,6.55971,6.87776,10.4167,8.50997,5.98698,6.93145,7.71109,7.71638,5.21481,7.32384,5.83732,7.31977,8.74857,7.037,7.02571,6.25302,8.69969,7.54544,6.17889,5.8129,9.48534,7.26844,9.97138,7.18191,7.77432,6.08399,7.66461,8.07138,8.13749,5.38142,8.40662,8.28618,9.58011,7.65855,8.13058,8.12832,4.8527,7.37693,8.91996,8.58147,6.55769,7.62486,5.69212,4.81645,6.40414,5.59223,4.82414,5.47467,10.2201,7.61604,9.48849,9.71583,9.37171,9.33125,9.00618,9.16353,9.50525,9.17203,9.97066,9.08801,9.42571,9.79133,9.10682,9.9493,9.83623,9.68845,8.50213,9.3072,9.76777,10.0486,8.25398,9.80224,9.81897,9.8827,7.95995,7.67566,10.0258,9.57307,8.48316,8.58242,9.39796,9.77971,9.46699,9.76425,9.6507,9.63793,9.91709,10.0676,9.69413,4.57352,9.93508,9.4936,8.66877,9.25765,9.78482,9.374,9.40262,9.57766,10.0578,9.44536,9.94052,9.29139,9.59122,10.2192,9.43111,10.4622,7.98589,9.23362
PIR,7.9631,7.64449,8.20315,7.29792,6.91277,8.73565,8.67424,8.40107,8.0087,9.92367,9.13303,9.41698,9.49712,7.19674,6.86675,9.28195,7.47107,8.60179,8.69158,8.50646,6.24095,8.18523,8.23503,7.73548,10.6292,8.02552,8.65715,7.7849,8.91199,8.32329,9.8827,7.70016,8.95476,9.52254,8.02833,8.46425,9.65133,8.03218,8.70344,9.54317,8.31799,6.38511,8.16813,7.68213,8.76013,8.71682,7.38249,8.77478,7.52874,9.14579,7.41907,8.88055,10.4357,8.59864,7.20194,7.8695,9.8395,7.43484,8.52547,9.26404,8.86474,6.30514,8.21367,8.74194,7.65964,8.74133,7.79363,8.86635,7.46784,7.97746,7.80295,8.1615,8.26976,7.86013,8.32295,7.94557,7.82812,7.97911,8.72168,8.49918,7.59593,7.48602,8.48146,7.95536,7.62028,8.07939,7.72078,7.76976,8.32998,8.26489,8.2046,7.61651,8.61129,7.72287,8.57806,7.34539,8.58922,8.43287,8.26384,8.46131,7.98028,6.99338,7.92775,8.19431,8.20441,7.85346,8.20562,8.19541,6.94655,8.24966,8.49675,7.59254,7.61806,7.98724,7.49064,8.75766,7.94209,8.61171,6.60814,8.50481
PITPNC1,8.41139,8.81417,7.56696,8.63285,7.30344,8.20548,7.90818,8.1901,8.38594,8.45567,8.01757,8.51051,7.54116,8.80089,7.67123,7.99667,8.82994,7.69398,9.54291,9.63452,8.94538,7.54745,8.77712,7.96693,8.28405,7.61806,8.78609,8.1782,7.70159,8.65715,8.36371,7.8851,8.1072,9.45634,7.93607,8.31173,8.44882,8.22737,8.93776,8.10841,8.65505,8.70324,8.66041,8.79009,8.44336,7.83687,8.88674,8.15454,8.36551,8.27764,8.2791,7.71313,7.98064,8.17407,8.2015,8.39498,7.39934,8.29368,11.9096,7.62265,9.27765,9.4571,8.18467,8.8108,8.18744,8.60684,8.59807,8.40212,8.23827,8.3894,8.44882,9.16216,8.07768,8.03018,8.93919,9.01043,7.86079,8.29226,10.7027,9.59146,8.52721,8.03122,8.89163,8.28156,8.59677,8.22948,10.0206,8.7474,8.51425,8.54132,9.21001,9.71373,8.62457,8.69891,8.08368,8.77136,8.75322,8.10378,8.38247,8.82812,8.73774,8.30464,8.00852,8.31784,9.67452,9.03205,8.25712,8.94887,8.52964,8.53419,8.49581,8.58645,8.214,7.90934,8.4618,8.57626,8.24648,8.52298,8.47091,8.42835
PIWIL4,5.84335,4.64537,6.21366,7.35377,5.54416,5.63107,5.57189,5.94331,6.69974,5.958,5.95303,5.60317,5.74692,7.34009,7.05143,6.42596,5.78123,5.73454,6.29774,6.01638,5.7295,6.81696,5.3677,6.3515,7.90676,6.12825,5.83466,5.88399,6.32986,6.124,5.70335,5.53261,6.40797,5.46498,7.01121,5.74672,5.73009,5.29557,6.14023,5.90461,6.3049,5.82102,6.4843,6.47578,6.50429,6.12433,5.7463,6.42032,5.28021,5.89792,5.84792,5.41772,5.46881,6.57059,6.33051,5.07157,5.65738,6.3286,4.6953,5.3094,6.65805,4.94614,6.07411,6.54711,5.59139,6.25311,6.16801,5.81204,6.81414,5.92977,6.12036,5.77043,5.86551,6.47889,5.65486,6.4606,5.81956,6.15969,6.1367,6.05688,5.53938,6.75351,5.91367,6.21045,5.67358,6.1958,5.85606,7.93034,6.00144,6.43353,6.02034,6.32485,5.97793,6.21635,6.5772,5.80524,5.76518,5.87808,6.37321,6.81333,6.6977,4.89227,5.53587,6.94048,6.20236,6.0293,6.32258,6.6798,5.59326,6.15352,6.15188,6.05741,6.3155,5.8497,6.5248,5.31744,6.19085,6.47721,5.13076,6.09236
PJA2,9.14147,10.5748,10.8309,9.48724,8.5878,9.88474,9.95172,10.2675,9.63098,9.49843,9.99241,10.2722,10.9872,10.4859,10.2427,9.61953,9.87463,9.89323,10.1379,10.3925,10.4786,9.12229,9.82188,10.5243,9.46549,10.4664,9.90343,10.371,9.76559,9.94337,9.28584,9.64262,10.7267,9.8128,8.95819,10.5663,10.1846,10.483,9.0966,9.59633,9.57825,10.1139,10.364,9.80855,9.8304,10.4129,10.3422,9.72794,8.808,10.3063,10.2997,10.0848,9.84198,9.62991,10.1568,10.39,10.478,10.556,9.17177,10.2642,9.33595,9.69832,10.9879,9.75483,10.2859,10.4674,9.99716,10.084,9.99385,10.2699,10.6472,9.93817,10.5613,10.474,10.3231,9.61323,10.555,10.3009,9.95857,9.86135,10.8065,10.0896,10.3045,10.6568,10.6506,10.7883,10.1564,9.90273,10.3165,10.8918,9.99385,10.2646,10.3806,10.6963,10.5033,10.6938,10.5912,10.6806,10.5059,10.1762,9.34753,8.58206,10.7058,10.3995,10.4466,10.8161,10.7096,10.034,9.96333,10.5494,10.9014,10.6892,9.77971,10.3816,10.5089,10.6898,10.6175,10.2308,10.0727,9.87026
PKD2,9.15986,8.00311,9.62433,9.1937,8.53402,8.21985,8.46291,8.84422,9.90984,7.98028,8.8122,8.81925,7.25136,10.1634,8.82447,9.20328,7.46153,8.6173,9.05122,9.1736,6.48573,10.5248,7.89743,9.17904,7.84647,9.3352,8.72732,7.62954,8.07614,9.13435,9.36891,9.03447,9.0463,8.32899,7.53599,8.98134,9.01065,8.32066,9.29578,8.903,9.20501,9.06404,9.0234,9.3781,9.63568,8.53753,9.14467,9.51609,8.88261,8.90553,8.15523,8.53808,8.75479,9.49253,9.82812,9.05952,8.61414,9.15986,5.07166,8.26472,9.34039,6.69142,9.41059,9.56216,9.96817,9.12342,9.36891,9.541,9.77971,9.03665,9.82156,8.88544,9.00574,9.83424,8.36446,9.79253,9.58697,9.88511,9.10547,9.56301,8.70537,10.1568,9.40956,9.30073,8.84128,9.79253,9.12521,9.9254,9.09766,9.52945,8.84086,9.32426,8.80593,9.25427,8.95627,9.06219,9.23362,9.25092,9.37679,9.991,9.45058,6.37427,9.15455,10.3324,8.60125,9.14349,9.73929,9.55494,9.48508,9.3247,9.55151,9.18265,9.18058,9.21456,9.67836,9.37194,10.1239,9.91709,8.56995,9.26379
PKIA,7.55106,6.76877,7.14804,7.71186,6.3155,7.98216,8.05347,5.49906,6.71462,6.3315,6.73458,6.37051,5.62936,6.89563,6.47478,7.5119,7.69157,9.0437,7.36669,7.36421,6.19238,6.69925,9.75673,6.55559,7.40309,10.1303,8.83709,7.87326,6.24725,8.00277,6.9082,9.04974,8.66003,9.29234,7.41231,8.19345,6.44579,7.86173,7.90342,7.1764,7.6219,6.94655,7.51539,8.43121,7.31683,6.73296,8.73836,8.81993,7.74102,7.20469,6.44164,9.54508,7.63536,8.56995,6.8175,6.02783,6.22413,7.54177,4.83451,6.37505,8.43233,6.60277,8.26438,8.24557,7.54255,8.16306,7.95879,8.16606,8.37367,7.5046,7.80358,8.37334,7.9496,8.11608,8.15036,8.72932,8.55277,8.19866,7.30007,7.4674,8.55829,8.3344,8.42835,8.80053,8.11762,8.2028,7.23814,7.33202,8.15715,8.13303,7.96011,7.85849,8.49537,8.36006,8.54114,7.88119,8.2624,7.90818,8.14537,8.3155,8.82675,4.96873,7.91443,8.72932,7.342,8.29105,8.21644,8.46196,6.89025,8.33048,9.00875,7.69759,8.65301,8.82519,8.10995,7.63641,8.13039,7.03571,6.1724,8.18911
PKIB,11.1213,5.35313,6.29636,7.95978,7.48515,6.32258,6.29183,5.98548,7.03556,9.38954,7.55228,6.29702,8.89163,5.66538,9.40928,6.55673,5.73284,10.0703,7.16017,7.24728,5.66232,7.88967,10.9545,6.11176,8.45513,8.50406,9.03471,9.17064,6.77696,8.09355,5.77342,4.80274,7.56272,9.2192,8.37692,7.4412,7.28199,9.94893,8.03137,7.53518,7.84872,6.88871,8.1254,7.94539,8.47576,7.43727,11.3181,8.45184,6.85385,7.08912,8.37606,7.38844,6.10916,7.64124,7.48885,6.58229,6.55361,9.71373,6.26136,6.97467,6.07401,3.81258,5.75329,5.62798,4.83479,7.17389,6.1367,6.77624,5.98343,7.78269,5.98822,6.20166,7.07084,5.30815,6.58617,5.48907,6.27438,6.44579,6.93406,6.04428,5.41342,6.82985,5.75393,6.13904,6.02907,6.62806,7.18147,4.29117,6.36121,5.91633,4.65703,5.51984,6.84796,6.26802,6.98414,6.69707,6.83207,6.72162,6.67376,7.08148,6.61556,6.12625,7.12618,6.56802,6.43518,6.22546,7.30943,7.06051,5.14054,6.55673,6.15199,7.69841,7.68632,7.27438,5.68279,6.77555,6.36688,5.24706,5.65789,6.53061
