Gene,GSM494565,GSM494594,GSM494604,GSM494564,GSM494591,GSM494567,GSM494602,GSM494613,GSM494589,GSM494598,GSM494593,GSM494583,GSM494612,GSM494558,GSM494556,GSM494559,GSM494571,GSM494614,GSM494603,GSM494568,GSM494572,GSM494600,GSM494562,GSM494615,GSM494582,GSM494599,GSM494610,GSM494587,GSM494581,GSM494580,GSM494563,GSM494576,GSM494605,GSM494584,GSM494586,GSM494578,GSM494585,GSM494611,GSM494560,GSM494595,GSM494570,GSM494597,GSM494607,GSM494561,GSM494569,GSM494592,GSM494577,GSM494588,GSM494590,GSM494609,GSM494608,GSM494606,GSM494574,GSM494573,GSM494566,GSM494601,GSM494557,GSM494579,GSM494596,GSM494575,GSM494625,GSM494654,GSM494664,GSM494624,GSM494651,GSM494662,GSM494627,GSM494673,GSM494649,GSM494658,GSM494653,GSM494643,GSM494672,GSM494618,GSM494631,GSM494619,GSM494674,GSM494616,GSM494663,GSM494628,GSM494632,GSM494660,GSM494622,GSM494642,GSM494647,GSM494659,GSM494670,GSM494675,GSM494641,GSM494636,GSM494640,GSM494623,GSM494644,GSM494646,GSM494665,GSM494638,GSM494645,GSM494671,GSM494655,GSM494620,GSM494630,GSM494657,GSM494667,GSM494621,GSM494629,GSM494637,GSM494652,GSM494648,GSM494650,GSM494669,GSM494666,GSM494668,GSM494633,GSM494634,GSM494639,GSM494661,GSM494617,GSM494626,GSM494656,GSM494635
ESM1,6.87611,4.83974,6.4826,7.04665,7.03822,6.58254,6.09546,5.3092,6.78157,6.124,5.70383,5.49163,5.45391,6.10587,5.56359,6.38536,5.58679,5.84144,9.02563,8.92416,6.2364,6.45298,5.87097,5.73673,8.59372,5.48249,7.12585,5.78354,5.42752,5.18761,6.39491,6.69657,5.7474,5.63856,6.71265,5.40595,5.93893,6.78857,7.02343,6.1369,6.23369,5.16631,5.42429,5.93421,6.12159,5.61946,6.8681,5.421,5.18552,5.37534,5.09166,5.57961,6.23186,6.63098,5.3887,5.14796,5.93691,8.38022,5.36564,6.31797,9.22697,5.10195,6.77581,7.32991,5.54326,6.3798,5.82661,7.21131,6.05798,5.93219,5.91788,6.57831,5.8013,7.14305,5.66497,7.64525,5.83742,6.16428,9.88711,6.54297,6.26265,6.27295,7.61771,6.50552,5.58751,6.0048,9.92642,5.36162,6.91031,6.47769,5.66342,8.7971,6.88703,6.51407,6.25516,5.46117,5.78025,6.64331,6.31937,7.93592,6.46466,5.10353,6.19256,8.27518,5.64998,5.83299,6.21739,8.02952,5.6852,6.36855,6.91362,6.20908,5.4355,4.90285,6.03571,6.61202,6.5409,6.19601,5.50476,6.29464
ESPN,7.07965,6.4612,5.97652,5.74996,8.33328,6.1275,5.85136,6.00144,6.64418,6.47451,6.72993,6.9006,6.79391,5.9605,6.04439,6.60837,5.83268,6.81668,5.99665,6.13984,5.61748,6.26826,6.00144,5.9856,7.42843,6.73976,6.98347,6.29128,6.41071,7.49897,6.27847,8.035,5.99777,6.16763,8.67625,6.96667,5.988,7.11069,6.64596,7.19599,5.86074,5.98908,6.37174,5.66817,6.19786,6.9225,6.3338,6.59965,6.29038,6.50997,7.23148,6.82707,6.61936,6.44591,6.45357,7.13934,6.63728,6.97855,7.74336,7.06107,5.8927,6.35696,5.8685,5.72508,5.96024,6.76078,6.16212,6.39459,5.61757,6.37901,6.15074,6.07836,6.20508,6.10487,5.97313,5.75911,6.0749,6.08505,6.07752,6.18093,5.90747,6.04222,5.74042,6.07358,6.01173,6.1034,6.32403,6.21953,6.34116,6.21067,6.29114,5.58145,6.24513,6.46775,6.08111,6.26405,5.95084,6.04473,6.1416,6.24999,6.22138,6.35883,6.18542,5.85164,6.36021,6.1036,6.48719,5.96994,6.21533,6.1034,5.99394,6.58267,5.97411,6.50158,6.1709,6.29857,6.18402,5.84123,6.31181,6.1063
ESR1,7.92506,6.99519,7.15424,6.72696,5.55592,6.58416,5.63107,8.83904,6.68167,6.8259,6.11935,6.3672,7.36552,6.25077,5.88198,7.13586,6.2674,6.87944,6.36909,6.28042,6.0691,7.25001,7.70069,5.92995,3.96548,6.31329,6.04808,8.94204,5.48817,8.17597,6.21878,4.7168,6.85272,7.21084,4.73919,7.26167,8.44462,7.35295,7.68958,6.11894,8.47241,6.75194,6.95782,6.9887,6.43982,5.72334,7.67439,7.87558,7.27468,6.77624,6.05675,6.51797,6.80136,9.73203,6.1036,5.24018,5.0954,7.7631,5.93858,7.78795,7.7109,6.56422,6.99783,7.39559,6.27385,6.85339,8.15835,6.95849,7.40248,6.69644,7.5569,7.56409,6.33334,6.36663,6.27796,7.76831,6.27997,7.05893,6.82762,7.31094,6.71106,7.96745,6.99578,6.59456,6.65144,7.54336,5.89577,7.52435,6.47013,7.96042,8.10486,7.4777,8.30786,6.77855,6.53268,7.06186,7.60649,6.91969,7.08722,7.69691,7.73304,5.64097,6.66547,8.23205,6.27319,8.09789,7.35234,7.64694,7.0524,6.79072,7.0381,6.52381,7.70424,7.60789,7.62876,5.85587,7.53912,7.13628,6.48904,8.44301
ETF1,10.7951,10.0501,10.8116,10.6251,10.2283,10.5499,10.3821,10.9008,10.4065,10.2785,10.3272,10.3875,10.8161,10.4597,10.0479,10.7985,8.79795,10.2333,11.3558,11.4453,8.89396,10.2929,10.2422,11.5097,10.0616,10.8135,10.6225,10.267,10.7834,10.3966,10.6345,10.6742,10.8142,9.92019,11.1688,10.6904,10.8045,10.6164,10.6077,9.77971,11.0595,9.97033,10.2279,11.6114,10.7822,10.5264,10.1352,10.6367,9.82463,11.0927,11.0239,10.2125,10.8186,10.5208,10.3405,10.4655,10.098,10.5479,9.19296,10.659,11.7312,9.85909,11.1147,11.6239,10.9177,11.0059,11.4861,11.272,11.3769,11.0729,11.0368,11.305,11.2807,11.4667,10.9207,11.5865,11.218,10.7744,11.9262,11.306,11.264,11.374,11.0338,10.951,11.2233,11.235,11.5315,10.1383,11.3995,11.1067,10.9156,11.9698,11.3384,11.3512,10.6562,10.8452,11.1424,11.1058,11.1415,11.6125,11.5034,9.60371,11.0729,11.6616,11.3662,10.9792,10.8866,11.5702,11.4604,11.2711,10.9551,11.369,11.2171,10.7978,11.2343,11.1705,11.2385,10.9207,10.4879,10.9559
ETHE1,9.30368,9.59779,8.91278,9.47193,7.54177,9.21781,9.09346,8.64255,8.94725,8.72377,8.36623,8.60125,8.8929,8.83709,9.42616,8.67585,7.31855,8.10961,9.71954,9.70881,8.4835,8.9765,9.63968,9.03139,9.7285,8.8937,9.49843,9.31936,9.40262,9.38812,8.84128,8.15615,9.82677,8.80632,10.7267,8.33097,8.82387,9.19103,9.0232,9.47701,8.89578,9.55494,9.56767,9.21326,8.88204,8.68404,8.84461,9.30172,8.83792,9.06069,9.47166,9.45227,10.5924,8.41407,9.04309,9.14305,8.0502,9.43027,9.55235,8.61337,8.92707,9.93722,8.79199,9.96675,8.75896,9.57855,9.6653,9.65014,9.36411,9.90684,9.14125,9.37705,9.31885,8.77136,8.82233,9.56683,9.63183,8.75553,10.5514,9.72503,9.13238,9.27653,9.62935,9.06049,9.20083,9.08032,9.50028,9.52033,9.33082,8.93734,9.06334,9.69612,9.51102,9.095,9.96333,9.29431,9.15746,9.52572,9.72698,9.72434,9.03756,8.34673,9.25257,9.27701,9.46797,9.14327,8.70457,9.66326,9.17589,9.38247,9.2201,9.50238,9.49307,9.09828,9.14264,8.93611,9.19577,8.80593,9.61205,9.31192
ETS1,10.0608,10.3178,10.8988,11.1979,9.04455,9.71773,8.99741,10.2028,9.82096,10.0649,9.8045,9.54773,8.08844,11.9096,10.3663,10.1634,10.6158,9.84908,11.2729,11.5947,10.5597,9.72255,10.6544,10.7273,8.62073,10.3976,10.8838,9.67628,9.72881,10.9054,10.3413,9.12954,10.4651,10.0541,9.3946,10.0086,9.06358,9.7614,9.96887,9.40491,10.9545,10.3304,11.11,11.5808,10.3422,9.97531,9.81141,10.1154,9.51209,10.1202,9.68347,9.56082,10.1083,10.3427,10.4568,10.0672,9.87603,10.5423,9.5774,9.11733,11.9698,10.6778,11.2807,11.9766,11.0223,11.0754,11.2765,10.8051,11.0595,10.9725,10.7261,11.1902,10.4744,11.6875,10.2872,11.6727,11.2445,11.2787,11.2462,11.3109,11.3597,11.2833,11.7928,11.0859,11.2976,10.8816,11.8268,11.8993,11.0814,11.1527,11.1767,12.2083,11.2114,11.1827,10.5769,11.0618,11.3163,10.9864,11.0706,11.551,11.0603,9.62782,10.9335,11.7057,10.5753,10.9951,11.1256,11.148,11.1794,10.7732,10.9279,10.9551,10.6636,10.6274,11.1487,10.6813,11.1867,10.7613,10.7475,10.8025
ETS2,10.5136,10.0277,10.0734,10.028,10.6098,9.36792,8.69462,11.0178,9.01023,10.3645,10.7154,8.82404,10.5821,10.4059,10.4592,10.5449,10.7688,12.0801,10.9446,11.5164,10.3156,8.90193,8.29937,11.1323,8.97607,10.555,11.2683,10.2655,10.8771,10.1158,8.83135,10.1691,10.3944,11.3078,11.054,11.0239,9.27532,9.10371,9.42897,10.3395,10.5539,9.37524,9.79903,11.2005,10.9122,10.2448,9.18992,9.89255,9.52307,10.4879,11.0491,10.3477,10.0814,9.83853,9.60508,9.46643,9.49123,9.96191,8.81417,10.0504,12.344,9.95473,11.5476,11.9525,11.2022,10.4163,11.6626,11.7706,10.9687,10.9886,11.4319,11.2526,11.3558,11.6273,11.0807,11.7706,11.3857,10.9489,11.5385,11.6663,10.9411,11.4766,11.1083,10.8918,11.2031,11.023,12.0168,9.82776,11.1688,11.0246,10.6818,12.3379,10.4244,11.139,10.2519,10.4154,11.2526,10.9142,10.7439,11.6727,10.6835,8.92581,11.4482,11.5465,10.9014,10.5581,11.0453,11.2268,11.7364,10.8186,11.0762,11.3995,10.5489,10.8823,11.1123,10.6421,10.4801,10.9054,9.68178,10.7065
ETV1,10.0976,9.96089,9.17229,9.39638,9.71104,10.1487,9.92129,9.38762,9.7452,8.17665,8.47524,9.08414,10.4297,9.77465,10.2262,8.93202,10.8541,8.9477,9.47498,8.99804,11.8329,8.50887,8.41392,9.64924,8.93326,8.67049,8.40433,11.6306,8.23093,9.61507,8.20755,10.1782,10.1887,8.96985,7.17939,10.2291,8.94438,11.0246,9.56737,9.66357,8.37904,9.02494,8.12959,8.39944,10.39,8.8734,10.6904,8.39067,9.00689,9.96568,10.7822,9.59071,7.66889,8.06299,8.82214,8.59881,9.52596,10.3201,8.40901,10.1056,9.15506,9.80717,10.2342,9.54691,10.0907,9.91918,9.90548,9.04691,10.0399,9.44182,9.66617,10.4651,9.64812,10.0567,10.9974,10.275,9.71405,10.3645,9.48038,9.991,10.3667,9.86677,10.2243,9.86531,9.75021,9.63818,8.0847,5.2905,9.45981,10.8218,10.3751,9.07855,9.95894,10.588,10.6126,10.8407,10.1476,9.14168,10.1095,9.81494,9.35672,8.90573,9.39253,9.97457,10.0942,10.6304,9.47833,9.34704,9.55803,9.83424,10.1904,9.76909,10.3054,9.49712,10.474,10.129,10.076,10.3459,9.93722,9.99457
ETV4,7.2488,7.47029,7.29605,7.23385,8.83116,8.18639,8.42596,7.54745,8.01336,7.46852,8.92455,8.07106,8.12187,7.17613,7.3713,8.21473,8.18233,8.00497,7.93302,7.15702,9.67628,8.27166,7.53806,7.11143,9.18083,7.73181,7.7205,7.99486,8.36513,7.36405,8.07524,9.92202,6.37494,7.64335,8.51704,7.98268,7.98968,7.38569,7.96855,7.88915,7.8929,7.34739,6.71156,7.19501,6.62622,7.90897,7.92153,7.54301,8.21628,8.0689,7.60383,8.25482,7.52582,8.40232,7.11153,7.70424,7.99924,7.08899,9.51523,7.92169,6.60291,7.63672,6.41998,6.84384,6.84997,6.54897,6.70471,6.58964,6.50275,6.77843,6.68911,6.61383,7.14779,6.67654,8.03574,7.14637,6.58991,6.70497,7.2271,6.1835,6.89941,6.61009,6.84221,6.74707,6.57212,6.6354,7.037,6.31864,7.06541,6.47817,6.50807,6.72083,6.72749,6.79905,6.58393,6.76444,6.6798,6.55112,6.5555,6.54462,6.59708,8.33224,6.70247,6.72187,6.4332,6.48573,6.64821,6.63277,7.17626,6.69844,6.62655,7.26437,6.3262,6.31123,6.59626,7.222,6.46691,6.34982,7.1172,6.45691
ETV5,8.94061,9.52307,8.50722,9.71227,9.93003,9.53186,9.0891,9.19436,9.31733,8.74392,9.73508,9.28584,9.23029,8.86265,8.52374,9.79568,9.90755,9.18391,8.88653,8.9991,10.7445,9.42766,7.09757,10.646,10.1376,9.04144,8.39766,9.23337,8.44188,9.27532,8.77174,11.6774,9.52543,8.34057,7.15565,10.0904,9.04733,9.53186,9.92233,9.66973,10.4865,8.80697,7.917,9.29355,10.1274,9.15967,9.80258,9.97743,9.55995,8.41929,9.35455,9.14603,8.58104,9.8827,8.29423,8.77596,9.59232,9.1077,10.3686,9.15429,9.66973,10.5576,9.70849,9.44931,9.80572,9.40491,10.3422,9.63044,10.7058,8.50143,10.2129,9.53238,9.2712,9.8153,10.4446,9.32045,10.372,10.134,9.27297,9.36708,9.91957,11.0652,9.34896,9.93754,9.64812,9.79286,7.71156,8.45953,9.52411,10.0112,9.90107,8.34433,9.53535,9.79568,9.63183,9.5448,9.51048,9.43001,10.021,9.76999,11.02,9.80981,9.16259,9.49332,9.90944,9.95377,9.52808,9.22519,9.85142,9.38855,8.82272,9.09636,10.5202,9.85413,9.71864,9.62906,10.148,10.1747,9.58357,10.0644
ETV6,9.70508,9.91432,9.06647,10.0297,9.53454,9.11893,8.45604,9.42794,9.12954,8.79752,8.8832,9.31514,8.92643,9.90379,10.0462,8.8122,9.91672,9.79748,9.63069,9.40647,10.6511,9.16131,9.18503,9.15526,9.04753,9.31612,10.4491,9.86162,9.3573,10.1747,9.43111,9.51186,8.83435,9.33354,9.71281,9.21644,9.04672,9.66146,9.81246,9.70849,9.79099,9.62841,9.47701,9.48202,9.01608,8.46441,9.6591,9.34776,9.25186,9.34557,9.05507,8.62497,9.43355,9.80981,9.35455,9.03733,8.40736,9.86642,10.7556,8.79935,8.92215,9.63938,8.61754,9.0928,8.80089,8.9725,9.04266,8.45095,8.84366,8.873,8.53951,9.41597,8.55002,9.09455,8.94224,8.47821,8.51461,9.33324,9.61473,9.49011,8.5759,8.88478,9.17522,8.21244,8.26679,8.21349,9.11826,9.92892,9.04309,8.91656,9.42974,9.64228,8.88456,8.95495,8.76937,9.19103,8.74194,8.50196,8.80011,9.03402,9.07927,9.57825,8.574,8.86808,9.97171,9.37095,8.57051,8.6995,9.12252,8.97149,8.42796,8.50481,8.85186,8.36244,8.83195,8.63786,9.03756,8.77419,9.28369,8.84385
EVL,10.0957,10.3905,10.2519,10.0904,9.92962,10.4825,9.75456,9.71804,10.1194,9.51263,10.5827,8.98311,9.03229,10.4699,8.84647,9.91158,10.5891,9.38929,10.1601,9.9014,9.80917,10.2204,9.35548,8.903,7.96276,10.1425,10.2243,9.44005,10.0931,10.6017,10.0817,10.2511,10.5213,9.32113,7.49111,9.80132,8.91795,9.13061,9.92856,9.4192,10.392,10.2732,11.0432,10.3413,9.61507,10.144,9.68783,10.3263,10.4884,10.1041,9.57935,9.9199,9.40109,9.81013,10.2533,9.84937,9.46386,10.0051,9.97248,8.2515,9.87424,10.6055,9.87058,9.86387,10.3063,10.5832,10.2168,9.69054,10.2204,10.0649,9.9514,9.87297,10.0637,9.97847,9.67132,10.0523,9.26968,10.3445,9.94085,9.7938,9.67628,10.0229,9.02298,10.7118,9.59633,10.3763,9.61843,11.2324,9.91494,9.60884,10.5716,9.54051,9.69584,9.43111,10.4933,10.0976,9.30393,10.3103,10.4894,9.8294,10.0934,10.2604,10.1262,10.0146,9.77269,10.1262,10.3295,10.1727,10.0817,10.4529,10.3759,10.0644,10.2299,9.63183,9.94417,9.99426,10.0236,10.1029,11.2869,9.91091
EVPL,7.52802,8.22461,6.7242,7.0775,8.86116,7.8805,7.63427,8.63213,8.19697,7.0333,8.31569,8.26173,7.52061,7.17316,7.61229,7.82238,8.23746,7.6009,7.23828,6.93173,8.60215,7.48558,7.91145,7.57561,7.58459,9.20501,7.2991,7.56696,7.99827,7.84194,8.53595,8.72713,7.06609,7.87718,7.74503,7.64821,7.25718,7.38249,8.01032,7.43638,7.87688,8.19062,6.52665,7.64287,7.50232,8.30735,7.24004,7.03615,8.27287,8.03319,8.0681,7.67681,7.54066,7.1764,6.90515,8.1147,8.92252,6.99338,8.60064,8.05055,7.30802,9.09982,7.30098,7.216,8.3435,7.67322,7.59822,7.1953,7.34507,7.05851,7.79903,7.88833,7.584,7.73691,8.12063,7.2071,7.21981,7.63732,7.17794,7.12892,7.96745,7.23517,7.37051,7.82255,7.31769,7.95219,7.27953,6.52687,7.69256,7.59922,8.07192,6.48315,7.51353,7.36828,7.23005,7.53868,7.31683,7.29331,7.79738,7.59114,7.42721,9.64286,7.30312,7.21845,7.53583,8.17407,7.70259,7.4395,8.08863,7.47305,7.33202,7.35325,7.46594,7.26524,7.74102,8.14607,7.4668,7.32697,8.01441,7.56795
EWSR1,5.70403,8.57068,5.56098,5.95185,5.86812,6.09929,5.56961,6.16258,5.80782,5.73223,5.47322,6.59555,5.70477,6.71675,6.00415,5.69284,7.63716,5.92634,5.98675,6.80704,8.49077,5.54809,6.37435,6.60657,6.16277,5.74583,5.58332,6.77299,5.40798,6.23043,6.32515,6.05281,5.82383,6.68702,5.99489,6.77018,6.00841,5.53755,6.16317,5.67705,6.33911,6.78314,5.71326,6.16741,5.51632,5.8953,6.06433,5.51045,6.30802,5.83878,5.8536,5.96769,5.75636,6.3515,5.91807,6.04579,6.59456,5.80262,8.65301,5.69848,5.59434,8.80495,6.02845,6.07501,5.71326,6.02034,6.24736,5.51432,5.72246,5.51066,5.50716,6.30378,5.3595,5.91171,6.28838,5.86257,5.67696,5.98159,6.13128,6.15771,6.28484,5.82223,6.53971,5.4517,5.7785,5.79342,5.63605,6.41729,5.46168,6.21889,6.16403,6.13772,5.92022,5.90303,5.56999,5.91743,5.63478,5.45929,5.34775,5.80048,6.06262,7.35601,5.64128,5.73928,7.30444,6.44101,5.77841,5.90252,6.11749,5.63782,6.12646,5.42011,6.06938,5.43098,5.72683,5.08278,6.41919,5.91219,7.41727,5.58854
EXOC2,7.38888,5.14206,6.77596,7.46284,6.69553,6.02179,6.92962,6.63241,7.32606,7.84872,7.66446,7.25599,7.86676,6.00904,6.6009,7.92316,5.4726,7.34608,7.0388,6.68421,5.6587,7.57971,7.21922,6.88473,5.46662,7.70424,6.93571,6.93447,7.02924,7.15132,7.32906,7.17598,7.46537,7.14096,6.92847,6.95492,7.30178,7.29792,7.46553,6.57491,7.69841,6.29114,7.48252,7.07837,6.61383,7.66072,7.40339,7.2231,5.58382,7.28591,6.90169,7.01915,6.93006,7.03485,7.05515,6.73873,6.16416,7.1275,4.49189,7.68248,7.11706,5.58362,7.2581,7.26422,6.50002,6.99435,6.44898,7.47909,7.16117,7.19413,7.34573,6.74348,7.66215,6.49058,6.4492,7.02228,7.50232,7.16239,6.28568,6.53088,7.26494,7.22651,7.07391,7.49849,7.26305,7.30237,6.65529,7.0623,7.14566,6.91575,6.85695,7.2217,7.3689,7.3073,7.31606,7.05456,7.16767,7.79463,7.37816,7.37722,7.3437,5.93575,7.47231,7.31812,6.27101,6.6763,7.584,7.43191,5.75203,7.13415,7.08956,7.08572,7.30816,7.45895,7.06278,6.32202,7.31278,6.77422,5.74682,7.08807
EXOC3,6.02691,8.91377,5.70058,6.57796,5.60671,5.80204,5.53988,6.35673,6.90545,5.62601,5.41432,5.66701,5.55963,7.08792,6.06108,6.36329,6.23402,6.34411,5.98383,5.58824,5.5666,7.14535,5.40815,6.36075,5.71168,5.60328,5.59223,5.34912,5.81702,5.97266,6.40882,5.59316,5.66889,5.96383,5.33789,6.16149,5.56543,5.47531,6.30596,5.40002,6.54967,6.84722,5.60171,6.54154,6.31984,5.5406,5.45083,6.21599,7.2512,6.13178,5.9373,5.7358,5.54651,6.56073,6.30367,5.49041,6.62278,5.68954,7.6404,5.67606,6.95289,6.94489,5.88806,6.31281,6.53012,5.86212,6.0454,5.98655,6.81992,5.4077,5.89005,6.11549,5.51166,6.24988,5.65468,6.46763,5.68789,6.44214,6.07618,6.22214,5.52217,7.21003,5.41302,5.54016,5.57226,5.56347,5.26366,5.92162,5.87955,6.31067,6.16159,6.42688,5.86742,5.69147,5.82794,5.59784,5.42721,5.13667,5.68186,6.33772,6.44541,7.88037,5.80752,6.52219,6.23422,6.11374,5.46403,6.39878,6.13254,5.69828,5.56941,5.77295,6.42337,5.66253,6.12859,5.49589,6.0221,6.2662,6.46023,6.09769
EXOC4,5.54335,5.23468,6.84063,5.33006,6.27621,5.6863,8.00435,6.28387,5.23476,6.26932,7.03344,5.81322,7.73451,5.95919,6.07973,4.70309,6.00885,5.86191,5.67862,5.73403,6.04399,4.99914,8.37811,5.8907,7.94078,7.10695,6.68502,6.3339,5.4262,5.3887,4.61678,6.70283,6.25483,6.0931,6.57456,5.79437,6.97546,7.87272,4.56803,5.67482,5.34142,6.3658,7.66904,5.07613,6.24746,7.37413,5.44783,4.6708,6.00261,5.50266,5.85934,6.37435,6.90734,4.85326,6.95696,6.26136,5.56299,6.65583,5.70859,7.02712,5.29452,5.53948,6.64894,4.21974,7.09729,5.32923,5.36504,7.46983,5.42234,6.35282,6.24181,5.20063,7.38442,6.42527,5.90766,4.57099,7.26305,6.2562,5.47165,5.50646,6.13487,5.50266,6.1033,7.02327,7.275,7.10091,6.71916,6.65273,6.17015,5.64297,5.21718,4.68986,6.35229,5.8611,6.74611,5.81341,6.20247,7.8577,6.15888,4.51476,4.45192,5.30901,7.34591,4.76566,5.46979,4.66366,6.99505,4.22507,6.64384,6.02804,6.3389,5.72057,4.72354,7.32697,6.16062,6.74334,6.46086,6.53753,5.7642,6.02619
EXOC5,9.56055,9.18459,10.1308,9.12887,10.3063,10.1879,9.67082,9.84109,9.32949,10.6969,9.66973,9.9799,10.1295,9.96404,9.95509,8.88055,11.2958,10.2586,10.5738,10.4129,10.9349,8.7567,10.4264,9.27248,9.12887,9.55885,9.8646,9.70128,9.13544,9.76683,9.99598,10.084,10.3797,10.9594,10.1754,10.2275,9.82848,9.92019,9.3105,10.1492,9.34753,9.82124,10.034,9.00069,9.75055,9.6908,10.9538,9.30975,9.73756,9.80039,9.92606,10.0696,9.50659,10.0076,9.93851,10.2682,10.338,10.4786,9.62814,10.0668,9.35756,8.51652,10.2665,9.6653,9.75178,10.3588,10.1585,9.46982,9.34626,9.75577,9.47654,9.68814,9.9601,9.99241,11.03,9.89164,9.94085,10.0668,10.1679,9.87353,10.6904,8.99762,10.3826,10.0058,9.94634,9.78712,9.78292,10.5269,9.92266,10.4884,10.1568,9.25981,9.82224,10.4684,10.0062,10.4167,9.90379,9.96434,9.92856,9.30947,9.6014,8.4833,10.0236,9.41033,10.5742,10.5738,9.70154,9.52757,9.3639,9.95302,10.3321,9.92367,9.4351,9.44536,9.92923,9.84937,10.1143,9.66297,9.92676,9.61237
EXOC7,6.81389,8.58942,6.45761,6.55983,8.96394,6.98499,6.60561,6.9145,7.85999,6.5958,6.28076,6.6201,6.85574,6.97997,6.41668,7.11012,7.89925,6.83997,6.50377,6.85614,7.58807,7.56471,6.79845,6.96513,6.57658,6.27723,6.75127,6.62303,6.80735,6.91816,6.91173,7.16659,6.2425,6.58279,6.84037,7.04026,6.69694,6.57352,6.75732,6.66858,6.24821,7.66377,6.36343,7.17489,7.09198,6.07273,6.90919,6.86837,8.97029,6.56335,6.8001,6.39389,6.8171,6.35721,6.70073,7.67199,7.47216,6.73362,8.94352,6.67221,7.00347,8.07696,6.76066,6.36095,7.7471,6.56853,6.89849,6.47425,7.48898,6.47376,6.13398,7.08722,6.68895,6.94655,6.64107,6.36663,6.62721,7.00998,6.56464,6.58429,6.59544,7.49466,6.66949,6.42999,6.58642,6.16856,6.4382,6.67654,6.34455,6.50429,7.10941,6.16221,6.56262,6.3965,6.5976,6.44766,6.52491,6.22202,6.56713,6.34652,6.42429,8.75992,6.56931,6.58653,6.92209,6.95363,6.38478,6.82517,7.70728,6.49396,6.56802,6.49096,6.24715,6.51736,6.62901,8.30521,6.66547,7.01426,7.72105,6.57632
EXOSC3,8.08844,5.95603,7.92973,8.05477,7.52165,7.89343,8.29423,8.12765,7.66431,8.73815,7.77451,7.96156,7.96375,6.66742,7.88898,7.69273,6.26405,8.9725,8.14217,8.05182,7.27816,7.45545,8.40141,7.62651,7.70583,7.65178,8.53523,8.26543,8.05477,7.39506,9.5373,8.12221,8.36513,7.76454,8.94596,7.32292,7.7925,8.45567,7.97927,7.67665,8.23603,7.15801,8.26698,7.98009,8.07231,8.23059,8.65691,8.10805,6.82469,8.00345,7.97597,8.36226,8.55039,8.90343,7.46696,7.40889,7.17983,8.38661,6.34594,7.75186,8.11503,5.34922,7.79523,8.2484,6.66871,7.71701,7.59207,7.82658,7.47073,8.03884,7.09965,7.65577,7.89458,7.1839,7.16569,7.89775,7.81942,7.38949,8.18591,7.88765,7.82596,7.09364,7.75384,7.30925,7.67502,7.17301,7.8982,8.11592,8.0874,7.44026,7.38691,7.87836,8.09517,8.01285,8.30805,7.75856,7.49017,7.88152,7.81088,7.78638,7.64433,6.71958,7.89623,7.85704,7.99194,7.24911,7.62699,8.10675,6.08724,7.7389,8.04671,7.94422,8.04167,7.8519,7.57171,7.42311,7.51143,7.66701,6.89721,7.7122
